ClassName,ID,English_Original,Vietnamese_Current
Ch01,interview_tamiya_001,The new guy in your class! Odd Della Robbia.,Bạn mới vào lớp em đấy!
Ch01,interview_jeremie_002,"Hm no, I didn't get the chance.
Where is he?","Ừm không, tôi không có cơ hội..."
Ch01,interview_milly_002,"He's at the vending machine, go talk to him!","Anh ấy đang ở máy bán hàng tự động, hãy nói chuyện với anh ấy!"
Ch01,interview_jeremie_003,You're not sending me to get information or a scoop... Are you?,Không phải bạn cử tôi đi tìm kiếm
Ch01,interview_milly_003,"Nope, you're just always alone.
You might get along well with him.","Không, chỉ là bạn vẫn ở một mình thôi."
Ch01,interview_jeremie_004,Huh... Thanks?,Ơ... Cảm ơn?
Ch01,midClass_milly_001,"Hey, that's the new guy!","Này, đó là người mới!"
Ch01,midClass_odd_001,"Hi, I'm Odd.","Xin chào, tớ là người kỳ lạ."
Ch01,midClass_milly_002,You probably have time for a quick interview? We're working on the academy's newspaper.,Cậu có thể có thời gian cho một cuộc phỏng vấn nhanh? Chúng tớ đang làm việc trên tờ báo của học viện.
Ch01,midClass_odd_002,Hm I...,Ừm tớ...
Ch01,midClass_milly_003,"You'll see, it'll only be for a few minutes.","Cậu sẽ thấy, nó sẽ chỉ diễn ra trong vài phút thôi."
Ch01,midClass_tamiya_001,It seems that you are the new best friend of Jeremy and Ulrich?...,Có vẻ như cậu là cậu thân mới của Jeremy và Ulrich?...
Ch01,midClass_milly_004,What do you think about him? [...],Cậu nghĩ gì về anh ấy? […]
Ch01,leaveUs_sissi_001,What do you want?,Cậu muốn gì?
Ch01,leaveUs_nicolas_001,Do you wanna fight?,Cậu có muốn chiến đấu không?
Ch01,leaveUs_herve_001,Go away!,Biến đi!
Ch01,fqName_question_jeremie,What’s your name?,Cậu tên là gì?
Ch01,fqName_aelita_001,I... I don’t know.,Tớ... Tớ không biết.
Ch01,fqName_jeremie_001,Do you have a... backup?,Cậu có... Bản sao lưu không?
Ch01,fqName_aelita_002,I don't think that's possible.,Tớ không nghĩ điều đó là có thể.
Ch01,fqName_jeremie_002,Are there more like you?,Có nhiều người giống cậu hơn không?
Ch01,fqName_aelita_003,Not really.,Không thực sự.
Ch01,fqName_jeremie_003,Do you have a version number?,Cậu có số phiên bản không?
Ch01,fqName_aelita_004,Not that I can think of.,Không phải là tớ có thể nghĩ ra.
Ch01,fqName_jeremie_004,A creation date?,Ngày sáng tạo?
Ch01,fqName_aelita_005,"Monday, June 6th, 1994.","Thứ Hai, ngày 6 tháng 6 năm 1994."
Ch01,fqName_jeremie_005,...,...
Ch01,fqName_aelita_006,At 6pm.,Lúc 6 giờ chiều.
Ch01,fqName_jeremie_006,"...Okay. So, 9 years ago...
That's incredibly precise all of a sudden.","...Được rồi. Vậy là, 9 năm trước..."
Ch01,fqName_aelita_007,Yes... At least I know something!,Vâng... Ít nhất tớ cũng biết điều gì đó!
Ch01,fqSleeping_question_jeremie,Were you sleeping all along?,Cậu đã ngủ suốt à?
Ch01,fqSleeping_aelita_001,Sleeping? I... I guess yes.,Ngủ à? Tớ... Tớ đoán là có.
Ch01,fqSleeping_jeremie_001,You're worse than my mother's cat.,Cậu còn tệ hơn cả con mèo của mẹ tớ.
Ch01,fqSleeping_aelita_002,Your what what?,Cái gì của cậu cái gì?
Ch01,fqSleeping_jeremie_002,"My mother... Cat... Do you know who's your... 
developer? ... The person that created you?",Mẹ tôi... Cón mèo của bà... Bạn có biết...
Ch01,fqSleeping_aelita_003,Nothing... I think I created myself.,Không có gì... Tớ nghĩ tớ đã tự tạo ra.
Ch01,fqSleeping_jeremie_003,That's really strange.,Điều đó thực sự kỳ lạ.
Ch01,fqPurpose_question_jeremie,What’s your purpose?,Mục đích của cậu là gì?
Ch01,fqPurpose_aelita_001,I... I guess protecting this place.,Tớ... Tớ đoán là đang bảo vệ nơi này.
Ch01,fqPurpose_jeremie_001,Are you some kind of...intelligent firewall?,Cậu có phải là một loại...tường lửa thông minh?
Ch01,fqPurpose_aelita_002,What’s a firewall?,Tường lửa là gì?
Ch01,fqPurpose_aelita_003,Wait... Now I know.,Đợi đã... Giờ tớ biết rồi.
Ch01,fqPurpose_aelita_004,I didn’t a few seconds ago. And...now I know!,Tôi đã không biết cho đến vài giây trước.
Ch01,fqPurpose_jeremie_002,So you can learn new things. Amazing!,"Vì vậy, bạn có thể học những điều mới."
Ch01,fqPurpose_aelita_005,About my role here... I have some privileges.,Về vai trò của tôi ở đây...
Ch01,fqPurpose_jeremie_003,Like...administrator rights?,Giống như... Quyền quản trị viên?
Ch01,fqPurpose_aelita_006,"Yes, and...not on your interface, but in the virtual world.","Có, và...không phải trên giao diện của cậu, mà là trong thế giới ảo."
Ch01,fqCanTalk_question_jeremie,How are you talking to me?,Cậu đang nói chuyện với tớ như thế nào?
Ch01,fqCanTalk_aelita_001,"In my world, I have an interface, just like you.","Trong thế giới của tớ, tớ có một giao diện, giống như cậu."
Ch01,fqCanTalk_aelita_002,Your face appeared in front of me.,Khuôn mặt của cậu xuất hiện trước mặt tớ.
Ch01,fqCanTalk_jeremie_001,Just like me...,Cũng giống như tớ...
Ch01,fqConnect_question_jeremie,Are you connected to the internet?,Cậu có kết nối với internet không?
Ch01,fqConnect_aelita_001,"Through the data tower I’m in, yes.","Thông qua tháp dữ liệu tớ đang ở, vâng."
Ch01,fqConnect_aelita_002,There’s so much to learn!,Có rất nhiều điều để học!
Ch01,fqWhere_question_jeremie,Where exactly are you?,Chính xác thì cậu đang ở đâu?
Ch01,fqWhere_aelita_001,In...a virtual world. On the other side.,Trong... Một thế giới ảo. Ở phía bên kia.
Ch01,fqWhere_aelita_002,Whereas you... I suppose you’re...real.,Trong khi đó cậu... Tớ cho rằng cậu...có thật.
Ch01,fqWhere_aelita_003,"You’re in the ""real"" world right?","Cậu đang ở trong thế giới ""thực"" phải không?"
Ch01,fqWhere_jeremie_001,"Y... Yeah. But you’re real too.
You sound human.",Ừm... Vâng. Nhưng bạn cũng có thật.
Ch01,fqWhere_aelita_004,Really? That’s... I like that idea.,Thật sự? Đó là... Tớ thích ý tưởng đó.
Ch01,fqScanner_question_jeremie,What do you know about the scanners?,Cậu biết gì về máy quét?
Ch01,fqScanner_aelita_001,"I think they can...transfer someone.
I feel the connections through the cables...",Tôi nghĩ họ có thể... điều chuyển ai đó.
Ch01,fqScanner_aelita_002,They lead to my world.,Chúng dẫn tới thế giới của tớ.
Ch01,fqScanner_jeremie_001,Do you think you could transfer yourself?,Cậu có nghĩ rằng cậu có thể tự mình chuyển giao?
Ch01,fqScanner_aelita_003,"...And appear in the scanners?
As a real person?",...Và xuất hiện trong máy quét?
Ch01,fqScanner_aelita_004,...No.,...KHÔNG.
Ch01,fqScanner_aelita_005,There’s something missing.,Có điều gì đó còn thiếu.
Ch01,fqScanner_jeremie_002,A body?,Một cơ thể?
Ch01,fqScanner_aelita_006,Yeah. I don’t remember ever having one.,Vâng. Tớ không nhớ mình đã từng có một cái.
Ch01,nightTalkBeforeSneak_delmas_001,"...And the new eighth grader, did you get him settled in well?","...Còn cậu học sinh lớp 8 mới, em đã giúp cậu ấy ổn định cuộc sống chưa?"
Ch01,nightTalkBeforeSneak_jim_001,"He won't arrive until tomorrow Sir.
I'll put him in Stern's room.",Ông hiệu trưởng mới đến vào ngày mai.
Ch01,nightTalkBeforeSneak_delmas_002,"Let's hope that he is a good student, he could influence our high level sportsman in a good way.","Hãy hy vọng rằng anh ấy là một học sinh giỏi, anh ấy có thể ảnh hưởng tốt đến vận động viên trình độ cao của chúng ta."
Ch01,nightTalkBeforeSneak_delmas_003,"Well, I won't keep you any longer.
Have a good inspection tour!","Được rồi, tôi sẽ không giữ anh nữa."
Ch01,nightDormSurpriseUlri_ulrich_001,"I thought it was Mr. Morales...
You've been sneaking out of school again?",Tôi tưởng đó là ông Mởralès...
Ch01,nightDormSurpriseUlri_jeremie_001,Yeah.. Please don't tell Jim.,Ừ.. Làm ơn đừng nói với Jim.
Ch01,nightDormSurpriseUlri_ulrich_002,Who do you think I am? A snitch?,Cậu nghĩ tớ là ai? Một chỉ điểm?
Ch01,nightDormSurpriseUlri_jeremie_002,Of course not!,Tất nhiên là không!
Ch01,nightDormSurpriseUlri_ulrich_003,"You know, I'll cover up your activities even if they're illegal.
No worries.","Bạn biết đấy, tôi sẽ che đậy các hoạt động của bạn ngay cả khi chúng bất hợp pháp. Đừng lo lắng."
Ch01,nightDormSurpriseUlri_jeremie_003,"But how... I... I mean I'm not doing anything wrong, I...","Nhưng sao... Tớ... ý tớ là tớ không làm gì sai cả, tớ..."
Ch01,nightDormSurpriseUlri_ulrich_004,"I'm joking. Relax.
No offense but, I don't think you're that type of guy anyway.",Tôi đang cõng bạn. Thư giãn.
Ch01,nightDormSurpriseUlri_ulrich_005,Although one day you'll have to explain to me what you're doing outside of school...,Kể cả nếu một ngày nào đó bạn vẫn phải giải thích cho tôi
Ch01,nightDormSurpriseUlri_ulrich_006,See ya.,Hẹn gặp lại.
Ch01,sharingBedroomIsUnfair_jim_001,"Wake up, sleepyhead!","Thức dậy đi, kẻ buồn ngủ!"
Ch01,sharingBedroomIsUnfair_jim_002,"Right Stern, ready to welcome your new friend to your room?","Vậy Stern, bạn đã sẵn sàng chào đón"
Ch01,sharingBedroomIsUnfair_ulrich_001,"Really?
You're pulling my leg, aren’t you?",Thật sự?
Ch01,sharingBedroomIsUnfair_jim_003,Quit whining! My job as a Gym teacher is to make you run anyway.,Đừng than vãn nữa! Công việc của tôi với tư cách là giáo viên thể dục là bắt các cậu phải chạy.
Ch01,sharingBedroomIsUnfair_jim_004,"Come on, get ready to put it all away...","Thôi nào, hãy sẵn sàng vứt bỏ tất cả đi..."
Ch01,sharingBedroomIsUnfair_ulrich_002,"And why doesn't he go into Jeremy's room?
We can put an extra bed there!",Và tại sao anh chàng mới không đi
Ch01,sharingBedroomIsUnfair_jim_005,"Nonsense, zero discussion young man.","Vô nghĩa, không cần thảo luận đâu thanh niên."
Ch01,sharingBedroomIsUnfair_ulrich_003,That's unfair.,Điều đó thật không công bằng.
Ch01,firstRemoteTalk_jeremie_001,"Alright Aelita,
let’s make sure my remote access is working.","Rất tốt Aelita,"
Ch01,firstRemoteTalk_aelita_001,"""Aelita""?","""Aelita""?"
Ch01,firstRemoteTalk_aelita_002,...,...
Ch01,firstRemoteTalk_aelita_003,Is that my name?,Đó có phải tên tớ không?
Ch01,firstRemoteTalk_jeremie_002,"Of course, you...
Yesterday you told me that was your name.","Tất nhiên rồi, bạn..."
Ch01,firstRemoteTalk_aelita_004,"Are you sure?
I don't remember it.",Bạn có chắc không?
Ch01,firstRemoteTalk_jeremie_003,...,...
Ch01,firstRemoteTalk_jeremie_004,Hmm... I must have read it in the files somewhere then.,Hm... chắc hẳn tôi đã đọc nó ở đâu đó
Ch01,firstRemoteTalk_aelita_005,"I like it, it...","Tớ thích nó, nó..."
Ch01,firstRemoteTalk_jeremie_005,Aelita?,Aelita?
Ch01,firstRemoteTalk_jeremie_006,Aelita do you read me?,Aelita cậu có đọc tớ không?
Ch01,firstRemoteTalk_aelita_006,The connection of your personal computer is quite bad compared to the supercomputer.,Kết nối máy tính cá nhân của bạn khá kém
Ch01,firstRemoteTalk_jeremie_007,Hey! My machine is not that rusty!,Chào! Máy của tớ không bị rỉ sét đến thế!
Ch01,firstRemoteTalk_jeremie_008,"It may not be as advanced as the marvel that sits in the basement of the factory, but it is ahead of the entire Kadic computer park!",Nó có lẽ không tiên tiến bằng kỳ quan
Ch01,firstRemoteTalk_aelita_007,Ah. Well that's not very reassuring for Kadic then.,"À. Chà, điều đó không làm Kadic yên tâm lắm."
Ch01,remoteAccessConfirmed_aelita_001,"What is that file,
""Diary of Jeremy Belpois""...?","Tập tin này là gì,"
Ch01,fqRemoteYouKnow_question_jeremie,Do you know what it is?,Cậu có biết nó là gì không?
Ch01,fqRemoteYouKnow_aelita_001,"...It's your daily entries? You make them because your memory can't save everything, right?","...Đó là nhật ký hàng ngày của cậu? Cậu tạo ra chúng vì trí nhớ của cậu không thể lưu lại mọi thứ, phải không?"
Ch01,fqRemotePersonal_question_jeremie,It's personal!,Đó là chuyện cá nhân!
Ch01,fqRemotePersonal_aelita_001,Oh sorry. Am I not supposed to have access to it?,Ồ xin lỗi. Tớ không được quyền truy cập vào nó phải không?
Ch01,fqRemotePersonal_aelita_002,"Strange... It's not computer code...
It's some kind of log?","Lạ thật, đó không phải là mã máy tính..."
Ch01,remoteAccessFollow_jeremie_001,"Uh... Sort of. I lost their decryption key anyway,
it's gibberish now.",Ừm... đại loại thế. Dù sao thì
Ch01,remoteAccessFollow_aelita_001,"Yes, since they seemed to be corrupted,
I tried to repair them.","Vâng, vì chúng có vẻ bị hỏng nên"
Ch01,remoteAccessFollow_jeremie_002,I doubt you can decipher them so easily.,Tớ nghi ngờ cậu có thể giải mã chúng dễ dàng như vậy.
Ch01,remoteAccessFollow_aelita_002,"I did a test on a first file.
I'm decyphering it in my tower.",Tôi đã thử nghiệm trên tệp đầu tiên.
Ch01,remoteAccessFollow_aelita_003,Your schedule indicates that you should be having lunch. Aren't you hungry?,Lịch trình của bạn nói rằng
Ch01,remoteAccessFollow_jeremie_003,Nope.,Không.
Ch01,remoteAccessFollow_aelita_004,"That's a shame.
It must be good to be able to eat...",Thật là xấu hổ.
Ch01,remoteAccessFollow_aelita_005,"I don’t have that opportunity.
if I were you, I would go.",Tôi không có cơ hội đó.
Ch01,remoteAccessFollow_jeremie_004,...,...
Ch01,remoteAccessFollow_jeremie_005,"...Okay... I'm going.
But it's really to please you.",... Được rồi... tôi đi đây.
Ch01,remoteAccessFollow_jeremie_006,"I really have to install better firewalls
on my personal data.",Tôi thực sự cần cài đặt
Ch01,lonelyCanteen_ulrich_001,"Hey Belpois.
You're still eating alone?",Này Belpois.
Ch01,lonelyCanteen_ulrich_002,May I sit down?,Tớ có thể ngồi xuống được không?
Ch01,lonelyCanteen_jeremie_001,Ehh yes! Yes of course!,Ờ vâng! Vâng tất nhiên!
Ch01,lonelyCanteen_jim_001,Stern!,Nghiêm khắc!
Ch01,lonelyCanteen_ulrich_003,"I've tidied my room, sir, just like you said!","Tớ đã dọn dẹp phòng của mình rồi, thưa ông, đúng như ông đã nói!"
Ch01,lonelyCanteen_jim_002,"It's not about that.
You signed up for pencak-silat classes, right?",Đó không phải là về điều đó.
Ch01,lonelyCanteen_ulrich_004,Yes sir.,Vâng thưa ngài.
Ch01,lonelyCanteen_jim_003,"Great, you wouldn’t mind fighting an older student would you? She’s fierce.","Hoàn hảo, bạn không ngại đối đầu với"
Ch01,lonelyCanteen_ulrich_005,A girl? Ehh...,Một cô gái? Ơ...
Ch01,lonelyCanteen_jim_004,"Well, you will be paired with Miss Mishi... Noki... yama.","Chà, vậy là bạn sẽ được ghép đôi"
